ID,ageCategoryWeight,sex,averageTime,averageRank,weightedAppearance,yearsOfParticipation,yearsSinceLastParticipation
19492,2553,1,13708.0,765.0,3,1,5
19493,5529,0,15268.0,1528.0,3,1,5
19494,2553,1,11159.0,82.0,3,1,5
19495,1723,0,18169.0,2749.0,3,1,5
19496,5138,0,19844.0,3263.5,6,2,4
19497,5138,1,14999.0,1384.0,3,1,5
19498,5138,0,17173.0,2401.0,3,1,5
19499,5138,0,16014.0,1871.0,3,1,5
19500,4041,0,14053.0,952.0,3,1,5
19501,5529,1,16123.0,1923.0,3,1,5
19502,630,1,15581.0,1650.0,3,1,5
19503,2553,1,16971.0,2303.0,3,1,5
19504,5529,1,16898.0,2266.0,3,1,5
19505,5773,0,15027.0,1395.0,3,1,5
19506,1289,0,16168.0,1943.0,3,1,5
19507,4041,0,16873.0,2253.0,3,1,5
19508,1723,1,11690.0,164.0,3,1,5
19509,5773,1,18807.0,2944.0,3,1,5
19510,4041,0,21044.0,3338.0,3,1,5
19511,5138,0,20526.0,3273.0,3,1,5
19512,5138,0,23567.0,3511.0,3,1,5
19513,5773,1,19435.0,3088.0,3,1,5
19514,5138,1,14882.0,1199.3333333333333,10,3,1
19515,5138,1,18791.0,2936.0,3,1,5
19516,4041,1,20257.0,3235.0,3,1,5
19517,5773,0,19284.0,3050.0,3,1,5
19518,4038,1,16400.0,2044.0,3,1,5
19519,5773,1,14855.5,1176.5,7,2,2
19520,5529,1,14752.5,1206.0,6,2,4
19521,5529,0,21204.75,3179.5,14,4,1
19522,5529,0,16996.5,2292.5,6,2,4
19523,5773,1,18795.0,2938.0,3,1,5
19524,5138,0,19304.5,3136.0,6,2,4
19525,5138,0,17136.0,2381.0,3,1,5
19526,4038,1,18433.0,2840.0,3,1,5
19527,5773,0,14120.0,1000.0,3,1,5
19528,5138,1,19310.0,3057.0,3,1,5
19529,5138,1,15838.0,1784.0,3,1,5
19530,4041,0,15788.0,1761.0,3,1,5
19531,5773,1,12328.0,287.0,3,1,5
19532,5138,1,14295.0,1087.0,3,1,5
19533,2553,0,13710.0,767.0,3,1,5
19534,5138,1,11874.0,194.0,3,1,5
19535,5138,0,20178.0,3221.0,3,1,5
19536,4041,0,16106.0,1908.0,3,1,5
19537,5138,0,15318.0,1546.0,3,1,5
19538,4041,0,15008.0,1387.0,3,1,5
19539,4041,1,16487.0,2081.0,3,1,5
19540,1723,1,12986.0,489.0,3,1,5
19541,2553,1,12754.0,384.0,6,2,4
19542,4041,1,23388.0,3503.0,3,1,5
19543,1289,1,21996.0,3421.0,3,1,5
19544,1723,0,10271.0,32.0,3,1,5
19545,4041,0,21262.0,3359.0,3,1,5
19546,5773,0,17066.0,2348.0,3,1,5
19547,315,1,10703.0,50.0,3,1,5
19548,2553,1,12970.0,484.0,3,1,5
19549,5138,1,13375.0,620.0,3,1,5
19550,1289,1,11871.0,193.0,3,1,5
19551,5529,1,13207.0,563.0,3,1,5
19553,5773,0,14649.5,1169.5,6,2,4
19554,5529,1,15889.0,1810.0,3,1,5
19555,4038,1,20139.5,3321.5,6,2,4
19556,2553,1,13467.0,656.0,3,1,5
19557,5138,1,21727.0,3407.0,3,1,5
19558,5138,1,10921.0,62.0,3,1,5
19559,5138,0,18805.0,2942.0,3,1,5
19560,5773,1,20030.0,3200.0,3,1,5
19561,5529,1,12471.0,337.0,3,1,5
19562,5529,0,13326.0,609.0,3,1,5
19563,4041,0,22227.0,3444.0,3,1,5
19564,5138,1,11728.0,174.0,3,1,5
19565,4038,0,20062.0,3210.0,3,1,5
19566,2553,1,13839.0,830.0,3,1,5
19567,5529,1,16636.0,2148.0,3,1,5
19568,5529,1,17387.0,2472.0,3,1,5
19569,5138,1,11683.0,161.0,3,1,5
19570,4038,0,17666.5,2388.5,6,2,4
19571,1723,1,15389.5,1530.0,6,2,4
19572,5529,0,17135.0,2354.5,6,2,4
19573,5138,0,18945.0,2967.0,3,1,5
19574,4041,1,13945.0,886.0,3,1,5
19575,5773,1,15431.0,1597.0,3,1,5
19576,4041,0,15217.0,1494.0,3,1,5
19577,5529,1,14170.0,1024.0,3,1,5
19578,5529,1,19477.0,3094.0,3,1,5
19579,4038,0,20127.0,3217.0,3,1,5
19580,5529,1,16707.0,2180.0,3,1,5
19581,5529,1,17246.0,2121.0,7,2,2
19582,4041,1,20279.0,3236.0,3,1,5
19583,5773,1,16282.0,1990.0,3,1,5
19584,5138,1,19352.0,3127.0,6,2,4
19585,5138,0,14489.0,1178.0,3,1,5
19586,4038,1,18475.0,2854.0,3,1,5
19587,4041,1,13721.0,773.0,3,1,5
19588,1723,0,20196.0,3225.0,3,1,5
19589,4041,0,16943.0,2288.0,3,1,5
19590,5773,1,13597.0,716.0,3,1,5
19591,4041,1,11204.0,90.0,3,1,5
19592,1723,1,11618.0,149.0,3,1,5
19593,5773,1,14610.0,1229.0,3,1,5
19594,5138,1,12491.0,348.0,3,1,5
19595,5138,1,13592.0,712.0,3,1,5
19596,1289,0,21079.0,3450.0,6,2,4
19597,4041,0,22320.0,3455.0,3,1,5
19598,5773,0,17733.5,2388.0,6,2,4
19599,5773,0,16492.0,2084.0,3,1,5
19600,5773,0,13304.0,598.0,3,1,5
19601,5138,1,14953.0,1361.0,3,1,5
19602,1723,1,12532.0,370.0,3,1,5
19603,1723,0,15597.0,1659.0,3,1,5
19604,1289,1,16985.5,2289.0,6,2,4
19605,4038,0,17131.0,2378.0,3,1,5
19606,5138,1,17311.0,2442.0,3,1,5
19607,5773,0,19671.0,3133.0,3,1,5
19608,4041,1,13469.0,657.0,3,1,5
19609,5773,1,14518.0,1105.0,6,2,4
19610,5773,1,14077.5,897.5,6,2,4
19611,4038,1,18139.0,2735.0,3,1,5
19612,2553,1,13986.0,908.0,3,1,5
19613,5138,1,11531.0,128.0,3,1,5
19614,2553,1,21526.0,3389.0,3,1,5
19615,5773,1,20025.0,3198.0,3,1,5
19616,5138,0,12884.0,464.0,3,1,5
19617,4038,1,11784.0,184.0,3,1,5
19618,5138,0,12272.0,271.0,3,1,5
19619,5529,0,16452.0,2063.0,3,1,5
19620,2553,1,16272.0,1982.0,3,1,5
19621,4038,1,13048.5,470.0,6,2,4
19622,5773,0,16565.0,2120.0,3,1,5
19623,4041,1,17240.0,2423.0,3,1,5
19624,4038,1,12502.0,356.0,3,1,5
19625,5138,1,17206.0,2410.0,3,1,5
19626,1289,1,17342.75,2225.0,14,4,1
19627,5773,0,14935.0,1187.0,7,2,1
19628,4038,1,11233.0,89.5,6,2,4
19629,2553,1,14947.5,1293.5,6,2,4
19630,4041,0,17513.0,2511.0,3,1,5
19631,5138,1,16279.0,1756.5,7,2,2
19632,2553,1,14080.0,974.0,3,1,5
19633,4041,1,15818.0,1779.0,3,1,5
19634,4041,1,15671.0,1701.0,3,1,5
19635,1723,1,15449.0,1605.0,3,1,5
19636,4038,1,16434.0,2055.0,3,1,5
19637,5138,1,17210.0,2412.0,3,1,5
19638,2553,1,12390.0,313.0,3,1,5
19639,4041,0,18543.0,2872.0,3,1,5
19640,5138,1,20044.0,3205.0,3,1,5
19641,5138,0,19097.0,3011.0,3,1,5
19642,5529,1,19070.0,3007.0,3,1,5
19643,5529,0,14394.0,1133.0,3,1,5
19644,4041,0,13639.0,730.0,3,1,5
19645,5138,1,15243.0,1513.0,3,1,5
19646,4038,0,21884.0,3413.0,3,1,5
19647,5773,0,13602.0,719.0,3,1,5
19648,5138,1,14836.0,1317.0,3,1,5
19649,5529,1,12318.0,284.0,3,1,5
19650,5773,0,20513.0,3270.0,3,1,5
19651,2553,0,17926.0,2661.0,3,1,5
19652,5773,1,15203.0,1488.0,3,1,5
19653,5773,1,15125.0,1441.0,3,1,5
19654,4041,1,15582.0,1651.0,3,1,5
19655,4038,0,14404.0,1136.0,3,1,5
19656,2553,1,14668.0,1259.0,3,1,5
19657,4041,0,13196.0,560.0,3,1,5
19658,4038,0,18134.0,2732.0,3,1,5
19659,5773,0,21893.0,3414.0,3,1,5
19660,200,1,17564.0,2526.0,3,1,5
19661,5773,1,14008.0,918.0,3,1,5
19662,5529,1,17792.0,2602.0,3,1,5
19663,5773,1,13872.0,847.0,3,1,5
19664,5138,0,17891.0,2685.0,6,2,4
19665,5529,1,14453.0,1163.0,3,1,5
19666,5138,0,16834.0,2232.0,3,1,5
19667,5529,1,12503.5,314.0,6,2,4
19668,4038,1,14039.0,847.5,7,2,1
19669,5773,0,15993.0,1856.0,3,1,5
19670,5773,1,12473.0,338.0,3,1,5
19671,4038,1,19959.0,3192.0,3,1,5
19672,5773,0,15863.0,1798.0,3,1,5
19673,4041,0,21567.0,3394.0,3,1,5
19674,5138,1,23359.0,3499.0,3,1,5
19675,1289,1,13670.0,744.0,3,1,5
19676,5773,1,13171.0,548.0,3,1,5
19677,5138,1,18191.0,2755.0,3,1,5
19678,630,1,15264.0,1522.0,3,1,5
19679,5529,1,18818.0,2952.0,3,1,5
19680,5138,0,14603.0,1223.0,3,1,5
19681,4041,1,15995.0,1858.0,3,1,5
19682,98,1,19258.0,3047.0,3,1,5
19683,5773,0,21314.5,3306.5,7,2,2
19684,4041,0,14009.333333333334,732.3333333333334,11,3,1
19685,4038,1,19017.0,2989.0,3,1,5
19686,1289,0,16215.5,1926.0,6,2,4
19687,5773,1,15797.0,1767.0,3,1,5
19688,4038,1,12795.0,442.0,3,1,5
19689,5773,1,14224.0,1055.0,3,1,5
19690,5138,0,17667.0,2570.0,3,1,5
19691,5138,1,10544.0,41.0,3,1,5
19692,4041,0,15010.0,1389.0,3,1,5
19693,5773,1,13287.0,593.0,3,1,5
19694,5138,0,13665.0,741.0,3,1,5
19695,4041,0,14052.0,950.0,3,1,5
19696,5138,0,16622.0,2140.0,3,1,5
19697,4038,1,16896.0,2264.0,3,1,5
19698,5529,1,13125.0,533.0,3,1,5
19699,1723,1,16157.0,1939.0,3,1,5
19700,4038,1,18214.0,2766.0,3,1,5
19701,5138,0,14218.0,1053.0,3,1,5
19702,4041,1,17185.0,2406.0,3,1,5
19703,5138,0,20099.0,3215.0,3,1,5
19704,5138,0,17830.0,2621.0,3,1,5
19705,5529,1,13387.0,627.0,3,1,5
19706,4038,1,10538.0,40.0,3,1,5
19707,2553,1,18758.0,2932.0,3,1,5
19708,5773,0,15655.0,1698.0,3,1,5
19709,5773,1,11065.0,73.0,3,1,5
19710,4041,1,15348.0,1565.0,3,1,5
19711,5529,1,18935.5,2605.5,7,2,1
19712,5773,0,16191.5,1713.5,7,2,2
19713,4038,0,16971.0,2303.0,3,1,5
19714,5138,0,19661.0,3126.0,3,1,5
19715,5529,1,16941.0,2287.0,3,1,5
19716,5138,0,14626.0,1239.0,3,1,5
19717,2553,1,15439.5,1560.0,6,2,4
19718,5138,1,12506.0,358.0,3,1,5
19719,2553,1,16788.0,2223.0,3,1,5
19720,5529,0,16134.0,1928.0,3,1,5
19721,4038,1,11135.0,81.0,3,1,5
19722,5138,1,12373.5,452.5,7,2,1
19723,1723,1,17624.0,2546.0,3,1,5
19724,4041,1,12387.0,311.0,3,1,5
19725,5773,0,15717.0,1725.0,3,1,5
19726,5138,1,22220.0,3442.0,3,1,5
19727,4041,1,20045.333333333332,3172.6666666666665,10,3,2
19728,4038,1,15007.0,1386.0,3,1,5
19729,4041,1,13673.0,745.0,3,1,5
19730,5138,0,15277.0,1532.0,3,1,5
19731,5138,0,22383.0,3462.0,3,1,5
19732,4041,0,16189.0,1946.0,3,1,5
19733,5138,0,14741.0,1289.0,3,1,5
19734,1723,0,17061.0,2345.0,3,1,5
19735,5529,1,17311.0,2442.0,3,1,5
19736,4041,1,12631.0,405.0,3,1,5
19737,630,1,19769.5,3246.5,6,2,4
19738,5773,1,12702.0,416.0,3,1,5
19739,4041,0,16629.0,2143.0,3,1,5
19740,1723,0,16882.0,2259.0,3,1,5
19741,2553,1,16332.0,1990.0,6,2,4
19742,1289,1,12131.0,248.0,3,1,5
19743,2553,1,23758.0,3521.0,3,1,5
19744,315,0,14453.0,1163.0,3,1,5
19745,2553,1,14920.0,1349.0,3,1,5
19746,5529,1,21325.5,3512.0,6,2,4
19747,5773,0,19896.0,3183.0,3,1,5
19748,5773,1,18520.0,2867.0,3,1,5
19749,1289,1,21646.0,3400.0,3,1,5
19750,5529,1,13934.0,882.0,3,1,5
19751,5138,1,13353.0,616.0,3,1,5
19752,4038,1,18825.0,2954.0,3,1,5
19753,4038,1,13318.0,604.0,3,1,5
19754,630,1,14676.0,1262.0,3,1,5
19755,4038,1,13087.0,522.0,3,1,5
19756,2553,1,13552.0,690.0,3,1,5
19757,4038,1,15355.0,1570.0,3,1,5
19758,5529,1,23390.0,3504.0,3,1,5
19759,315,1,18162.0,2746.0,3,1,5
19760,5773,0,17510.5,2515.0,6,2,4
19761,4041,1,13068.0,516.0,3,1,5
19762,5138,1,15318.0,1546.0,3,1,5
19763,2553,1,19151.5,2762.0,6,2,4
19764,5773,1,17342.0,2454.0,3,1,5
19765,5773,1,15297.0,1317.3333333333333,10,3,2
19766,4038,0,15925.0,1826.0,3,1,5
19767,5529,1,20615.5,3395.5,6,2,4
19768,5773,0,12509.0,360.0,3,1,5
19769,5138,0,15078.0,1407.5,6,2,4
19770,5138,1,14500.0,1180.0,3,1,5
19771,4041,1,16955.0,2296.0,3,1,5
19772,5773,0,14868.0,1324.0,3,1,5
19773,2553,1,14092.0,986.0,3,1,5
19774,5529,1,19818.0,3166.0,3,1,5
19775,4038,0,15467.5,1557.0,6,2,4
19776,5773,1,14927.0,1352.0,3,1,5
19777,5773,1,17139.0,2383.0,3,1,5
19778,4038,1,17140.0,2384.0,3,1,5
19779,1723,0,18956.0,2972.0,3,1,5
19780,5138,1,18738.0,2926.0,3,1,5
19781,5138,1,13416.0,636.0,3,1,5
19782,1723,0,17114.0,2367.0,3,1,5
19783,4041,1,15858.0,1795.0,3,1,5
19784,5138,1,13284.0,592.0,3,1,5
19785,1723,1,11744.0,177.0,3,1,5
19786,5138,1,14471.0,1170.0,3,1,5
19787,5138,0,12551.0,380.0,3,1,5
19788,4041,1,16259.0,1975.0,3,1,5
19789,4038,1,14019.0,927.0,3,1,5
19790,4041,1,16777.0,2217.0,3,1,5
19791,5773,0,19138.0,3027.0,3,1,5
19792,5773,1,15332.0,1555.0,3,1,5
19793,1723,0,18656.0,2909.0,3,1,5
19794,4041,1,13040.0,504.0,3,1,5
19795,630,1,15144.0,1453.0,3,1,5
19796,5529,1,21645.0,3399.0,3,1,5
19797,5529,0,13982.0,834.0,6,2,4
19798,1723,1,9898.0,19.0,3,1,5
19799,4041,1,13892.0,857.0,3,1,5
19800,4041,1,13451.5,613.5,6,2,4
19801,4041,0,18990.0,2982.0,3,1,5
19802,5529,0,17288.0,2437.0,3,1,5
19803,4041,1,15021.0,1393.0,3,1,5
19804,4041,0,11730.0,175.0,3,1,5
19805,5138,1,13234.0,572.0,3,1,5
19806,5529,1,12215.0,261.0,3,1,5
19807,5529,1,14608.0,1227.0,3,1,5
19808,5529,0,18808.0,2946.0,3,1,5
19809,5529,1,15120.0,1439.0,3,1,5
19810,4038,1,11903.0,201.0,3,1,5
19811,5138,1,14592.5,1144.5,6,2,4
19812,5773,0,10336.0,29.5,6,2,4
19813,5138,0,19097.0,3011.0,3,1,5
19814,5529,0,15504.0,1629.0,3,1,5
19815,5773,0,19769.0,3155.0,3,1,5
19816,5773,1,16759.0,2209.0,3,1,5
19817,2553,1,12586.0,395.0,3,1,5
19818,1723,1,15964.0,1841.0,3,1,5
19819,5773,1,12343.0,291.0,3,1,5
19820,5138,1,15089.0,1425.0,3,1,5
19821,5138,0,15429.0,1596.0,3,1,5
19822,630,1,16499.0,2089.0,3,1,5
19823,1289,0,22169.0,3440.0,3,1,5
19824,5529,1,14035.0,941.0,3,1,5
19825,630,1,18299.0,2793.0,3,1,5
19826,5529,1,11061.0,71.0,3,1,5
19827,5138,1,14193.0,1032.0,3,1,5
19828,2553,1,15791.0,1764.0,3,1,5
19829,5529,0,17174.0,2402.0,3,1,5
19830,4041,1,14973.0,1370.0,3,1,5
19831,4038,1,15961.0,1838.0,3,1,5
19832,5773,1,13804.0,815.0,3,1,5
19833,5773,1,14209.0,1047.0,3,1,5
19834,5773,0,15966.0,1843.0,3,1,5
19835,5773,1,23651.0,3515.0,3,1,5
19836,5529,1,14381.0,1129.0,3,1,5
19837,5773,1,15054.0,1410.0,3,1,5
19838,4041,0,15487.0,1621.0,3,1,5
19839,5773,1,13604.0,721.0,3,1,5
19840,4038,1,16478.0,2076.0,3,1,5
19841,5529,0,21996.0,3421.0,3,1,5
19842,5773,0,19039.0,2998.0,3,1,5
19843,5529,0,19103.0,3018.0,3,1,5
19844,5529,1,16880.0,2258.0,3,1,5
19845,5138,0,18800.0,2939.0,3,1,5
19846,4041,1,10672.0,47.0,3,1,5
19847,1723,1,15112.0,1436.0,3,1,5
19848,5138,1,15700.0,1713.0,3,1,5
19849,4041,0,13430.0,638.0,3,1,5
19850,4038,1,12211.0,260.0,3,1,5
19851,4041,0,13935.0,883.0,3,1,5
19852,1723,1,11316.0,105.0,3,1,5
19853,5138,1,13911.0,811.0,6,2,4
19854,5529,0,14344.0,1109.0,3,1,5
19855,4038,1,16589.0,2127.0,3,1,5
19856,5529,1,17266.0,2298.5,6,2,4
19857,5773,1,13958.0,894.0,3,1,5
19858,4041,0,19663.0,3128.0,3,1,5
19859,5529,0,12488.0,345.0,3,1,5
19860,5529,1,12655.0,407.0,3,1,5
19861,5138,1,17694.0,2580.0,3,1,5
19862,5773,0,13691.0,756.0,3,1,5
19863,4041,1,12321.0,285.0,3,1,5
19864,5138,1,15577.0,1648.0,3,1,5
19865,5138,0,12484.0,344.0,3,1,5
19866,2553,0,16774.0,2216.0,3,1,5
19867,2553,0,23371.0,3501.0,3,1,5
19868,1289,1,16584.0,2103.5,6,2,4
19869,4041,0,16778.0,2219.0,3,1,5
19870,5529,1,15084.5,1401.5,6,2,4
19871,5138,0,14267.0,1068.0,3,1,5
19872,4041,1,20358.0,3249.0,3,1,5
19873,4038,0,15710.0,1721.0,3,1,5
19874,4038,0,15600.0,1661.0,3,1,5
19875,2553,0,18136.0,2733.0,3,1,5
19876,5773,0,14600.0,997.6666666666666,10,3,2
19877,5773,1,13457.0,651.0,3,1,5
19878,5773,1,17685.0,2576.0,3,1,5
19879,5529,0,19223.0,3042.0,3,1,5
19880,5529,1,18321.0,2803.0,3,1,5
19881,5773,1,19779.0,3157.0,3,1,5
19882,5773,0,14076.0,971.0,3,1,5
19883,1723,0,16712.0,2184.0,3,1,5
19884,5138,0,16401.0,2046.0,3,1,5
19885,630,1,15890.0,1812.0,3,1,5
19886,4041,1,17012.0,2321.0,3,1,5
19887,2553,1,17490.0,2501.0,3,1,5
19888,2553,0,16113.0,1913.0,3,1,5
19889,5138,0,16510.0,2093.0,3,1,5
19890,5773,0,13299.0,595.0,3,1,5
19891,315,1,17252.5,2407.0,6,2,4
19892,5138,1,16657.5,2142.5,6,2,4
19893,5773,1,15679.0,1703.0,3,1,5
19894,5773,0,15459.0,1609.0,3,1,5
19895,5138,0,14657.0,1252.0,3,1,5
19896,4038,1,16053.0,1888.0,3,1,5
19897,200,1,14090.0,983.0,3,1,5
19898,4041,0,15483.0,1617.0,3,1,5
19899,4041,1,13437.0,640.0,3,1,5
19900,5529,0,18022.0,2690.0,3,1,5
19901,5773,0,15488.0,1623.0,3,1,5
19902,4041,0,14023.0,931.0,3,1,5
19903,5138,0,13564.5,635.0,7,2,1
19904,5773,0,20745.0,3297.0,3,1,5
19905,4038,1,14211.0,1050.0,3,1,5
19906,5773,1,16947.0,2291.0,3,1,5
19907,5138,1,8741.0,4.0,3,1,5
19908,5138,0,15167.0,1467.0,3,1,5
19909,5773,1,13143.0,538.0,3,1,5
19910,5138,0,14402.0,1134.0,3,1,5
19911,315,0,14285.0,1080.0,3,1,5
19912,5773,1,14509.0,1086.0,6,2,4
19913,5529,1,16369.0,2028.0,3,1,5
19914,5773,0,17429.0,2484.0,3,1,5
19915,5773,0,14705.0,1272.0,3,1,5
19916,5773,0,14207.0,1043.0,3,1,5
19917,5773,1,16256.0,1973.0,3,1,5
19918,5773,0,15717.0,1725.0,3,1,5
19919,5138,1,14311.0,1095.0,3,1,5
19920,5529,1,12353.0,296.0,3,1,5
19921,5773,1,17874.0,2639.0,3,1,5
19922,5529,1,15120.0,1439.0,3,1,5
19923,315,1,19099.0,3014.0,3,1,5
19924,1723,0,16718.0,2186.0,3,1,5
19925,1723,0,19730.0,3145.0,3,1,5
19926,4041,1,12351.0,294.0,3,1,5
19927,4038,1,12705.0,421.0,3,1,5
19928,5773,1,15202.0,1425.5,6,2,4
19929,5529,1,17864.0,2637.0,3,1,5
19930,5138,1,20670.0,3286.0,3,1,5
19931,5773,1,15743.0,1737.0,3,1,5
19932,315,1,23759.0,3522.0,3,1,5
19933,5773,1,10211.0,29.0,3,1,5
19934,5138,1,20366.0,3252.0,3,1,5
19935,4041,1,11440.0,120.0,3,1,5
19936,5529,1,17916.0,2660.0,3,1,5
19937,4041,1,22800.0,3477.0,3,1,5
19938,4041,0,15181.0,1474.0,3,1,5
19939,5138,0,16376.0,2033.0,3,1,5
19940,5529,1,16729.0,2194.0,3,1,5
19941,4038,1,15337.0,1558.0,3,1,5
19942,1289,1,18153.0,2741.0,3,1,5
19943,4041,0,15556.0,1642.0,3,1,5
19944,2553,0,22135.0,3435.0,3,1,5
19945,5773,0,18025.0,2692.0,3,1,5
19946,5529,0,13917.0,868.0,3,1,5
19947,4041,0,14068.0,966.0,3,1,5
19948,5138,0,22995.0,3487.0,3,1,5
19949,1289,1,13030.0,501.0,3,1,5
19950,5773,0,21916.0,3417.0,3,1,5
19951,5773,1,9476.0,11.0,3,1,5
19952,4041,1,18535.0,2870.0,3,1,5
19953,4041,0,19766.0,3154.0,3,1,5
19954,5773,0,10850.5,65.5,6,2,4
19955,4038,1,16298.0,1996.0,3,1,5
19956,630,0,17908.0,2655.0,3,1,5
19957,5529,0,18124.0,2728.0,3,1,5
19958,5138,1,16037.0,1879.0,3,1,5
19959,2553,1,15174.0,1473.0,3,1,5
19960,5773,1,14224.0,1055.0,3,1,5
19961,2553,1,18574.0,2883.0,3,1,5
19962,2553,1,18138.0,2734.0,3,1,5
19963,5138,0,17022.0,2326.0,3,1,5
19964,5773,1,12167.5,240.0,6,2,4
19965,5773,0,16602.0,2132.0,3,1,5
19966,5138,1,12903.0,470.0,3,1,5
19967,5773,1,21787.5,3541.5,6,2,4
19968,1289,1,19853.0,3175.0,3,1,5
19969,5138,1,15318.0,1546.0,3,1,5
19970,5138,1,20867.0,3313.0,3,1,5
19971,5138,0,13960.0,895.0,3,1,5
19972,5138,0,15774.0,1755.0,3,1,5
19973,1723,0,16005.0,1866.0,3,1,5
19974,23,1,17107.0,2364.0,3,1,5
19975,5138,0,16974.0,2308.0,3,1,5
19976,5138,0,23446.0,3505.0,3,1,5
19977,5529,1,19680.0,3137.0,3,1,5
19978,4041,0,16339.0,2015.0,3,1,5
19979,5138,1,17853.0,2629.0,3,1,5
19980,4041,1,16019.0,1874.0,3,1,5
19981,4041,0,14238.0,1059.0,3,1,5
19982,5529,1,14813.5,1240.0,6,2,4
19983,5138,0,15241.0,1512.0,3,1,5
19984,5138,0,13685.0,753.0,3,1,5
19985,4038,1,17294.0,2425.0,6,2,4
19986,4038,0,22223.0,3443.0,3,1,5
19987,4038,1,16279.0,1987.0,3,1,5
19988,5138,1,18292.0,2788.0,3,1,5
19989,5138,0,19308.0,3054.0,3,1,5
19990,4041,1,13467.333333333334,586.6666666666666,10,3,1
19991,5529,0,16976.5,2075.0,7,2,2
19992,5529,1,14983.0,1374.0,3,1,5
19993,5138,1,23358.0,3498.0,3,1,5
19994,4041,1,12841.0,458.0,3,1,5
19995,4038,1,16127.0,1926.0,3,1,5
19996,1723,1,18606.0,2898.0,3,1,5
19997,5138,0,16502.0,2090.0,3,1,5
19998,5138,1,13971.0,898.0,3,1,5
19999,5773,1,13576.0,705.0,3,1,5
20000,4038,0,18160.0,2744.0,3,1,5
20001,4041,1,15812.0,1774.0,3,1,5
20002,5529,1,15103.0,1432.0,3,1,5
20003,4041,0,15457.0,1607.0,3,1,5
20004,315,1,14729.0,1283.0,3,1,5
20005,5773,1,11811.0,186.0,3,1,5
20006,5773,1,14488.0,1177.0,3,1,5
20007,5529,1,13339.0,612.0,3,1,5
20008,5529,1,14156.0,1015.0,3,1,5
20009,5529,1,17191.0,2407.0,3,1,5
20010,2553,0,15147.0,1455.0,3,1,5
20011,5138,1,15959.0,1837.0,3,1,5
20012,4041,0,16193.5,1927.0,6,2,4
20013,5773,0,17049.0,2339.0,3,1,5
20014,5138,0,16244.0,1968.0,3,1,5
20015,5138,1,20517.0,2872.0,7,2,1
20016,5773,1,14112.0,994.0,3,1,5
20017,5529,1,17927.0,2662.0,3,1,5
20018,2553,0,15074.0,1418.0,3,1,5
20019,5529,1,16480.0,2078.0,3,1,5
20020,2553,1,16272.0,1982.0,3,1,5
20021,5138,1,14591.0,1218.0,3,1,5
20022,4038,1,20824.0,3310.0,3,1,5
20023,5138,1,14762.0,1299.0,3,1,5
20024,4041,1,9036.0,7.0,3,1,5
20025,4041,0,12597.0,400.0,3,1,5
20026,4038,1,12517.0,363.0,3,1,5
20027,4038,1,18731.5,2958.5,6,2,4
20028,1289,1,19395.0,3077.0,3,1,5
20029,5529,1,14131.0,920.0,6,2,4
20030,4038,0,15738.0,1735.0,3,1,5
20031,5529,1,15282.0,1533.0,3,1,5
20032,4041,0,18148.0,2738.0,3,1,5
20033,5773,0,19343.5,3121.5,6,2,4
20034,5138,0,14961.0,1365.0,3,1,5
20035,5529,1,19402.0,3079.0,3,1,5
20036,4041,0,18115.0,2720.0,3,1,5
20037,4041,1,15165.0,1464.0,3,1,5
20038,4041,1,17262.0,2411.5,6,2,4
20039,5529,0,13519.0,674.0,3,1,5
20040,4041,0,15827.0,1783.0,3,1,5
20041,4041,0,19097.0,3011.0,3,1,5
20042,5138,1,13077.0,521.0,3,1,5
20043,2553,1,20795.0,3305.0,3,1,5
20044,5138,1,15364.0,1574.0,3,1,5
20045,5529,1,16465.0,2066.0,3,1,5
20046,5773,0,20968.0,3328.0,3,1,5
20047,5773,0,15852.0,1793.0,3,1,5
20048,4041,0,15601.0,1663.0,3,1,5
20049,5138,1,16742.0,2201.0,3,1,5
20050,4038,0,16479.0,2077.0,3,1,5
20051,5773,1,13483.0,662.0,3,1,5
20052,4038,1,14859.0,1321.0,3,1,5
20053,5138,1,13991.0,909.0,3,1,5
20054,4041,0,18431.0,2838.0,3,1,5
20055,1723,0,16948.0,2292.0,3,1,5
20056,5138,1,15961.0,1838.0,3,1,5
20057,4041,1,17712.5,2554.5,6,2,4
20058,5138,0,16067.0,1893.0,3,1,5
20059,5773,0,13669.0,743.0,3,1,5
20060,4038,1,13687.0,754.0,3,1,5
20061,5529,1,16847.0,2190.5,6,2,4
20062,4041,0,17117.0,2371.0,3,1,5
20063,5529,0,19025.0,2993.0,3,1,5
20064,1289,1,19105.666666666668,2936.0,10,3,2
20065,2553,0,17082.0,2356.0,3,1,5
20066,4041,1,14907.0,1240.6666666666667,10,3,2
20067,4041,1,12332.0,288.0,3,1,5
20068,5773,0,15226.0,1498.0,3,1,5
20069,4038,1,13841.0,831.0,3,1,5
20070,5529,1,18630.5,2939.5,6,2,4
20071,4038,1,14141.0,1008.0,3,1,5
20072,5773,1,12604.0,270.25,14,4,1
20073,5138,1,13325.0,608.0,3,1,5
20074,4038,1,19551.0,3100.0,3,1,5
20075,5529,1,16466.0,2067.0,3,1,5
20076,5773,0,16513.0,2096.0,3,1,5
20077,4041,0,21943.0,3418.0,3,1,5
20078,5773,0,16010.0,1870.0,3,1,5
